bytes_sent,bytes_received,packets_sent,packets_received,protocol,port,cpu_usage,memory_usage,disk_io,process_count,login_attempts,file_operations,is_attack,timestamp,attack_type
3568.6730358887357,6260.64600770628,42.235987732701766,79.17972786070119,http,53,39.03460267225334,73.81328922782882,5823.659610488023,204.9993615824535,3.0,73.97595068696275,0,2024-12-21T18:19:54.813847,
5944.066902257942,6921.813064938025,51.06574051319878,76.31448594964013,tcp,53,40.277109173360344,49.026073273817715,4787.7509669693445,202.04943636309383,5.0,59.75124598506133,0,2024-12-21T18:19:54.813847,
4455.482417015897,7876.666776176911,52.59451935341495,50.731473862298444,http,443,39.64416791596315,53.3475728071311,4695.984667862912,188.78881381580027,0.0,91.11871440613484,0,2024-12-21T18:19:54.813847,
5974.27953688835,5472.657267116041,36.42773704374318,74.100127293654,udp,443,23.95123321724209,63.13582569844365,6190.6337868667,225.18147978718102,2.0,71.9258663389806,0,2024-12-21T18:19:54.813847,
4407.8210193158775,8604.829575887954,64.96184573911759,49.97253562765506,tcp,80,30.614598164284672,76.15602167477186,4955.07403338858,176.06056951856377,2.0,105.70116903030882,0,2024-12-21T18:19:54.798732,
6279.484462823968,6720.960032555458,49.56437532401045,68.36302919678371,tcp,80,36.678385277785914,60.16674336096013,3720.457460329868,181.4841282027316,2.0,133.6779238721323,0,2024-12-21T18:19:54.813847,
3781.3693843751644,6564.497020574242,49.47303476878645,115.23845324441197,http,22,27.874903386532935,49.691972160763534,4952.585492174494,196.1447658867452,3.0,104.66955837166812,0,2024-12-21T18:19:54.798732,
3464.9372325852855,8797.917630496093,72.64994663422092,68.26586541154668,udp,22,23.63697444801893,46.392755789877995,5887.772213233235,168.24306556186048,1.0,93.92706737978347,0,2024-12-21T18:19:54.813847,
6138.876291924415,7344.327684802478,40.737614813780745,86.36336237295885,http,80,35.49201762204345,32.035233501694826,6432.169399210195,182.14283508239885,1.0,138.17367223837658,0,2024-12-21T18:19:54.813847,
3297.739040709768,9318.383353695279,28.03943297692468,81.75331708431452,tcp,443,31.049433082072472,66.12421363974521,4917.239114081608,251.52508930758682,3.0,97.68906038493405,0,2024-12-21T18:19:54.813847,
5412.791251275353,4729.068810030156,55.52711988039304,103.7271178720743,tcp,53,28.55036543259795,51.11819856344553,6235.607549653673,200.12376401545194,1.0,110.02194180177045,0,2024-12-21T18:19:54.798732,
5527.376212413005,4971.699504651557,43.65053884010141,116.09553915596817,tcp,80,20.428014047249214,55.84534559017268,6093.4469518187325,226.90640489655743,2.0,103.05300101978952,0,2024-12-21T18:19:54.798732,
825.2328575395014,457.3360038680211,97.1044373288699,38.51573028246257,tcp,3389,38.25775176260389,65.46763268011482,8687.67638375677,228.56211250503995,47.02553494032805,17.127798602048664,1,2024-12-21T18:19:54.829742,brute_force
5219.706430860094,8325.268672283713,41.50532943756957,83.10028862976806,http,443,30.67089666162432,48.95250298431982,5270.140251863466,164.81197164865887,1.0,87.80459473525646,0,2024-12-21T18:19:54.798732,
59354.06125347136,68781.51912572604,1598.555182323023,1702.0363368117687,tcp,80,97.006258131644,86.9913314697269,60002.124643069445,543.654414220119,4.0,79.20128971460642,1,2024-12-21T18:19:54.829742,dos
48712.32394625224,88471.50337577472,1587.5296737385966,2051.4565440971746,tcp,443,95.39199703726393,92.23941308389819,54914.06933235823,643.043147690259,2.0,95.3386209834832,1,2024-12-21T18:19:54.829742,dos
6334.890008133158,7812.46310153458,58.421584411905485,59.805079229819285,udp,443,19.12624639750114,81.30844629563774,5464.7639587639715,201.35847644230034,1.0,103.54977045489545,0,2024-12-21T18:19:54.813847,
54140.284899504884,75956.95463205782,1532.436786059087,2054.4619308241176,tcp,443,88.67878107083591,80.1049146511892,34079.85680599201,522.974665249667,4.0,105.48897279170927,1,2024-12-21T18:19:54.829742,dos
6064.131135797133,7232.596228031852,54.651400499430736,72.86556371331389,tcp,80,33.75992826979554,86.55950736424367,6282.6178644263855,164.83154238458502,2.0,93.79153013272028,0,2024-12-21T18:19:54.813847,
5195.908065198756,8441.22975641662,72.4358157244817,52.51287128186166,tcp,22,28.817510006362927,58.36613157201934,5015.879898337499,203.90816116669245,2.0,90.17903302512647,0,2024-12-21T18:19:54.813847,
7036.243439214769,6508.888185293889,42.9087685953026,81.13035156641367,tcp,80,27.486440712728676,54.21678484276776,4661.455525399894,217.83948407599107,2.0,110.77505834698596,0,2024-12-21T18:19:54.813847,
6213.696073284636,8356.930116307105,73.55040062001065,84.13316434300589,http,443,30.92198037193217,77.61904255350609,4986.122182692379,189.17428628484706,2.0,129.29459407438762,0,2024-12-21T18:19:54.798732,
6051.0445257370075,9765.52590639562,45.47362053820436,84.39071954799124,tcp,53,27.469218069949584,69.31856260082513,2836.3923559443083,206.77459874732844,3.0,84.23646135374265,0,2024-12-21T18:19:54.813847,
7505.035965256558,7324.056716592991,63.13707287519499,100.85255408616098,http,53,32.9726596636927,74.81080605516382,7542.801896330474,209.50136794778737,2.0,108.50516675115895,0,2024-12-21T18:19:54.813847,
5876.876836691587,7051.20446273938,51.81076027582704,68.61967334255176,http,53,37.95310317874933,73.18263943358201,4991.57899744801,188.52492661951806,2.0,96.66397877241916,0,2024-12-21T18:19:54.813847,
799.2727847900103,662.3270039432707,90.79944780223822,57.402296495935715,tcp,22,34.09622228007537,73.50329056181863,8321.581506009745,245.58406017495184,45.42545475930726,12.901494384777365,1,2024-12-21T18:19:54.829742,brute_force
4581.579872700679,9990.672874811251,41.91915016723017,77.64506756886037,udp,22,24.861463536004813,53.56152436853725,5770.81414154869,228.58010469995816,0.0,143.7758685843718,0,2024-12-21T18:19:54.813847,
4671.426480766335,5829.799417165869,60.02906008897052,53.59436158127416,tcp,80,33.19955758360999,51.20615834505299,5670.751882493447,234.57314599878532,4.0,95.45639247190871,0,2024-12-21T18:19:54.798732,
4836.3601786411555,5993.235168913656,53.276909961869386,67.87412941249701,udp,443,36.1142195804153,63.667761584461545,7602.920375431819,168.9581534090276,2.0,88.3283795773397,0,2024-12-21T18:19:54.813847,
5577.124823731436,7821.260420741902,63.8482195624729,91.29284640521459,tcp,443,27.66221006067661,53.945532680858875,6336.491748830344,216.67640337904973,6.0,90.30586488464829,0,2024-12-21T18:19:54.813847,
49982.09028446136,78439.12408531716,1448.173160161437,2049.9068619033446,tcp,80,84.06082295809419,85.99298307958455,43171.94300210859,551.2698770276912,3.0,111.35548314041645,1,2024-12-21T18:19:54.829742,dos
4754.880964960034,8300.43397351562,50.21663301696653,75.07972329448961,http,80,26.500047890652418,61.31755283575987,5132.0905525156,186.51366670659775,3.0,115.30470313111066,0,2024-12-21T18:19:54.813847,
8376.411599536266,7077.844062857082,55.645193615400714,67.55524330946051,http,443,28.852271460666355,54.60474296429642,4991.398575396764,215.16259175109354,2.0,77.38760123366002,0,2024-12-21T18:19:54.813847,
5193.342618815829,10074.978286327323,52.54310617590931,84.14485502564058,tcp,22,30.51489147176173,61.3341158835903,4384.424320752935,211.35684127801682,2.0,111.04823495224623,0,2024-12-21T18:19:54.813847,
114182.89018319795,6857.862130650377,845.6773808938237,51.51992725055071,http,20,51.45179767789675,74.00863434185239,108810.93300762112,196.18307725560877,4.0,470.127039515098,1,2024-12-21T18:19:54.813847,data_exfil
4827.914813310335,7623.816130723383,39.486920137140366,68.73598700895774,udp,80,21.734608995147006,58.666206196440584,4879.963806787505,142.05060233130897,1.0,117.56019846095234,0,2024-12-21T18:19:54.813847,
4919.47540242056,7904.691131130465,48.03266262939394,95.39665717013614,http,80,24.471993368297696,53.3282656834505,3212.077417394302,184.6486961252514,1.0,81.39031204690556,0,2024-12-21T18:19:54.813847,
5944.212699668475,10505.219805065117,47.44565696626547,75.7274054790369,udp,80,22.344090155607468,66.46766649094361,5589.734784192866,179.7306809347882,3.0,58.55377247312512,0,2024-12-21T18:19:54.813847,
4796.8050530669425,8481.064907587386,52.56664455846364,73.44062816992317,udp,53,31.664974609820256,75.11925046445353,5877.097037471062,211.16270872718349,2.0,139.2518820412217,0,2024-12-21T18:19:54.798732,
4419.624808838284,8246.80668657439,43.589088315787805,69.76217863923942,tcp,53,35.974687883111095,72.31721127007867,5934.634305325244,190.4280187518899,3.0,99.1622529179567,0,2024-12-21T18:19:54.813847,
5811.310753081274,7965.772837891629,41.97377738139686,49.763166904990456,udp,22,37.03797817768993,55.68507034589929,4805.569000139024,193.17926608178408,3.0,106.73340659078579,0,2024-12-21T18:19:54.813847,
